 ,, ,,,,,,,,,
Seed ID,Task,Categories,Difficulty Vars,Rules,Duplicate,Source, Completion,Remark,,,
VBVR-G-15,Grid Avoid Obstacles,Spatiality,"Grid size, obstacle density, movement steps",Navigate from start to goal while avoiding obstacles in grid,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-16,Grid Go Through Block,Spatiality,"Grid size, block types, passage rules",Find valid path going through specific blocks,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-17,Grid Avoid Red Block,Spatiality,"Grid size, red block count, movement constraints",Navigate grid while strictly avoiding red blocks,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-18,Grid Shortest Path,Spatiality,"Grid size, number of obstacles, start/goal distance",Find the minimal number of steps from start to goal with obstacles,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-31,Directed Graph Navigation,Spatiality,"Graph size, number of nodes/edges, direction constraints",Navigate a directed graph following edge directions,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-32,Undirected Graph Navigation,Spatiality,"Graph size, connectivity density, path length",Navigate an undirected graph to reach target node,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-33,Visual Jenga,Spatiality,"Tower height, block stability, removal order",Reason about block removal sequence while maintaining spatial stability,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-45,Key Door Matching,Spatiality,"Number of keys/doors, matching complexity",Match keys to corresponding doors in spatial layout,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-46,Find Keys and Open Doors,Spatiality,"Maze/grid size, number of keys/doors, sequential constraints",Sequentially find keys and use them to open corresponding doors,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-47,Multiple Keys For One Door,Spatiality,"Number of keys per door, collection requirements",Collect multiple keys required to open a single door,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-140,Locate Topmost Unobscured Figure,Spatiality,"Number of overlapping figures, depth ordering",Identify the topmost figure that is not obscured by others,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-219,Select Leftmost Shape,Spatiality,"Number of shapes, horizontal alignment, distractors",Identify and select the leftmost shape in the visual field,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-G-221,Outline Innermost Square,Spatiality,"Number of nested squares, border complexity",Identify and outline the innermost square among concentric shapes,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-O-25,LEGO Construction Assembly,Spatiality,"Number of blocks, assembly steps, spatial constraints",Simulate step-by-step spatial assembly of LEGO-style blocks,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-O-39,Maze,Spatiality,"Maze size, wall density, dead-end complexity",Navigate or solve a maze from start point to exit,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-O-55,Rotation,Spatiality,"Rotation angle steps, 3D structure complexity",Mentally rotate 3D or 2D objects and understand new spatial orientation,,https://github.com/VBVR-DataFactory,zixiao,,,,
VBVR-O-83,Planar Warp Verification,Spatiality,"Warp intensity, grid density, homography parameters",Verify or understand planar warp / perspective transformation,,https://github.com/VBVR-DataFactory,zixiao,,,,
,,,,,,,,,,,
,,,,,, ,,,,,
MIRA 1,Paper Airplane,Causal,Static curated items,Visual chain-of-thought causal reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 2,Gear Rotation,Causal,Static curated items,Paired scoring logic: both sub-answers (n.1 and n.2) must be correct to get a score,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 3,Rolling Dice (Top),Causal,Static curated items,Visual chain-of-thought causal reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 4,Rolling Dice (Sum),Causal,Static curated items,Visual chain-of-thought causal reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 5,Rolling Dice (Two),Causal,Static curated items,Must correctly predict BOTH the path (red/black/same) and the total sum (int) within a single answer,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 6,Convex Hull,Geometry,Static curated items,Visual chain-of-thought geometric reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 7,Overlap,Geometry,Static curated items,Visual chain-of-thought geometric reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 8,Localizer,Geometry,Static curated items,Visual chain-of-thought geometric reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 9,Mirror Pattern,Geometry,Static curated items,Visual chain-of-thought geometric reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 10,Cubes Count,Geometry,Static curated items,Visual chain-of-thought geometric reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 11,Cubes Missing,Geometry,Static curated items,Visual chain-of-thought geometric reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 12,Puzzle,Puzzle,Static curated items,Spatial/logical puzzle reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 13,Multi-piece Puzzle,Puzzle,Static curated items,Spatial/logical puzzle reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 14,Defuse a Bomb,Puzzle,Static curated items,Spatial/logical puzzle reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 15,Unfolded Cube,Puzzle,Static curated items,Spatial/logical puzzle reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 16,Trailer Cubes Count,Puzzle,Static curated items,Spatial/logical puzzle reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 17,Trailer Cubes Missing,Puzzle,Static curated items,Spatial/logical puzzle reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 18,Billiards,Physics,Static curated items,Physics-like visual reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 19,Electric Charge,Physics,Static curated items,Physics-like visual reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
MIRA 20,Mirror Clock,Physics,Static curated items,Physics-like visual reasoning,,https://github.com/aiming-lab/MIRA,zixiao,,,,
,,,,,,,,,,,
,,,,,, ,,,,,
STARE_2d_transformation,2D Geometric Transformation,Spatial Geometry,"transformation_type (rotate/flip), num_steps","Apply a sequence of 2D transformations (rotation, reflection) to a shape and identify the final orientation.",,https://github.com/STARE-bench/STARE,zixiao,,,,
STARE_cube_nets,Cube Net Folding,3D Spatial Reasoning,"pattern_complexity, face_labels","Determine if a 2D net can be folded into a specific 3D cube, considering face orientations and adjacency.",,https://github.com/STARE-bench/STARE,zixiao,,,,
STARE_folding,Paper Folding (Origami),Spatial Reasoning,"fold_count, perforation_pos","Simulate folding a piece of paper multiple times, punching a hole, and predicting the pattern after unfolding.",,https://github.com/STARE-bench/STARE,zixiao,,,,
STARE_tanagram_puzzle,Tangram Construction,Geometric Composition,"piece_count, target_shape_complexity",Fit a set of geometric primitives (Tanagram pieces) into a target silhouette without overlapping.,,https://github.com/STARE-bench/STARE,zixiao,,,,
STARE_perspective_view,Perspective Reasoning,3D Spatial Reasoning,"camera_angle, object_stack_depth",Predict how a 3D scene appears from a specific specified viewpoint or camera position.,,https://github.com/STARE-bench/STARE,zixiao,,,,
,,,,,,,,,,,
,,,,,, ,,,,,
SynLogic_arrow_maze,Arrow Maze,Spatial Planning,"grid_size, min_steps",Follow arrows in a grid to reach the target; each cell's arrow dictates the next possible move direction.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_boolean_expressions,Boolean Expressions,Logical Deduction,"num_ops, depth","Evaluate complex nested boolean logic (AND, OR, NOT) to determine the final truth value.",,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_buggy_tables,Buggy Tables,Data Reasoning,"table_size, error_type",Identify and correct numerical or logical inconsistencies within structured data tables based on predefined constraints.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_calcudoko,Calcudoko (KenKen),Arithmetic Logic,"grid_size, ops_variety","Fill a grid so every row/col has unique digits; cages must satisfy specific arithmetic results (+, -, *, /).",,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_campsite,Campsite,Spatial Constraint,"grid_size, num_trees",Place tents adjacent to trees such that no two tents touch; row/col counts must match clue numbers.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_cryptarithm,Cryptarithmetic,Arithmetic Logic,"num_digits, num_vars",Solve alphametic puzzles where letters represent unique digits that make a mathematical equation true.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_dyck_language,Dyck Language,Formal Logic,"string_length, depth",Determine if a sequence of brackets or symbols is correctly balanced according to formal grammar rules.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_dyck_language_errors,Dyck Language Error Detection,Formal Logic,"error_count, string_length",Identify and localize balancing errors in broken Dyck language strings.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_futoshiki,Futoshiki,Logic Grid,"grid_size, inequality_density",Complete a grid with unique digits in rows/cols while satisfying given greater-than or less-than constraints.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_game_of_24,Game of 24,Arithmetic,difficulty_level,Combine four given numbers using basic operators to reach the result of exactly 24.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_goods_exchange,Goods Exchange,Optimization,"num_items, num_agents",Solve resource allocation and bartering puzzles based on agent preferences and trade values.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_kukurasu,Kakurasu,Logic Grid,grid_size,Shade cells so weighted sums of indices in each row and column match the target clues.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_math_path,Math Path,Arithmetic / Planning,"path_length, ops",Find a path through a grid of numbers and operators that results in a specific target value.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_minesweeper,Minesweeper,Deduction,"grid_size, mine_density",Locate mines on a grid using numerical clues that represent the count of mines in adjacent cells.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_norinori,Norinori,Spatial Logic,"grid_size, region_count",Shade cells in pairs (dominoes); each outlined region must contain exactly two shaded cells.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_number_wall,Number Wall,Arithmetic,"wall_height, base_width",Complete a pyramid-like structure where each brick's value is the sum of the two bricks below it.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_numbrix,Numbrix,Path / Continuity,grid_size,Fill the grid with a continuous sequence of consecutive numbers that connect horizontally or vertically.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_object_counting,Object Counting,Basic Reasoning,"num_objects, distractors",Accurately count specific items or properties described in a textual or structured visual context.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_object_properties,Object Properties,Attribute Logic,num_attributes,"Reason about relationships and attributes (color, shape, size) between multiple objects.",,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_operation,Mathematical Operation,Arithmetic,complexity,Determine the missing mathematical operators in an equation to make it valid.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_skyscraper_puzzle,Skyscraper,Perspective Logic,grid_size,Place buildings of different heights; clues indicate how many buildings are visible from each side.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_space_reasoning,Spatial Reasoning,Geometry,"num_dims, rotation_steps",Reason about the relative position or orientation of objects after a series of spatial transformations.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_space_reasoning_tree,Spatial Tree Reasoning,Graph / Geometry,"tree_depth, branch_factor",Navigate and reason about hierarchical spatial relationships structured as a tree.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_star_placement_puzzle,Star Battle,Logic Constraint,"grid_size, star_count","Place stars in a grid so each row, column, and region has exactly $N$ stars; no stars touch.",,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_sudoku,Sudoku,Logic Grid,"grid_size, clue_count","Standard Sudoku: each row, column, and sub-grid must contain all unique digits.",,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_survo,Survo Puzzle,Arithmetic Logic,grid_size,Fill a grid with numbers $1$ to $m \times n$ so the sums of rows and columns match the given clues.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_time_sequence,Time Sequence,Causal / Temporal,"num_events, interval",Reason about the chronological order and duration of a sequence of events.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_web_of_lies,Web of Lies,Boolean Logic,"num_people, statement_count",Deduce who is telling the truth or lying based on contradictory interpersonal statements.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_word_sorting,Word Sorting,Algorithms,"num_words, word_length",Sort a list of words alphabetically or by specific criteria following precise rules.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
SynLogic_wordscapes,Wordscapes,Language Logic,"num_letters, num_slots",Form valid words from a provided set of letters to fill a crossword-style interlocking grid.,,https://github.com/MiniMax-AI/SynLogic,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,, ,,,,
iVISPAR 1,SGP (Sliding Geometric Puzzle),Spatial Reasoning / Interactive Multi-modal,"Board size, number of objects (geoms), interference factor, solution paths","Agents interact in an action-perception loop to move geometric objects (e.g., cubes, spheres, pyramids with colors) on a board to match a target configuration based on 2D/3D visual or text states.",,https://github.com/SharkyBamboozle/iVISPAR,zixiao,,,,
iVISPAR 2,STP (Sliding Tile Puzzle),Spatial Reasoning / Interactive Multi-modal,"Board size, number of tiles, solution paths",Agents interact in an action-perception loop to move traditional numbered tiles on a board to achieve the ordered target configuration.,,https://github.com/SharkyBamboozle/iVISPAR,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
ARC-GEN_007bbfb7,Object Expansion,Abstraction,"scale_factor, num_objects",Identify a seed pixel/object and expand it into a predefined larger geometric pattern.,,https://github.com/google/arc-gen,zixiao,original have 500 task,,,
ARC-GEN_00d62c1b,Pattern Completion,Abstraction,"grid_size, symmetry_type",Complete a partially filled grid by deducing the underlying repetitive or symmetrical pattern.,,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_0520fde7,Color Mapping,Logical Transformation,"num_colors, connectivity","Swap colors of specific objects based on their spatial properties (e.g., size or position).",,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_08ed6ac7,Path Extension,Spatial Reasoning,"path_length, obstruction_count","Extend a visual ""line"" or ""path"" until it hits a boundary or completes a closed loop.",,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_150deff5,Object Sorting,Sorting / Logic,"num_objects, attr_to_sort","Reorder objects in the grid based on visual attributes like area, height, or color intensity.",,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_1cf80156,Grid Tiling,Tiling / Symmetry,"tile_size, grid_dims",Use a small sub-grid as a motif to tile the entire larger output grid according to symmetry.,,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_3618c87e,Shape Extraction,Perception,"noise_level, overlap_ratio",Identify and move a specific foreground shape to a new grid while ignoring background noise.,,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_444801d8,Rotation & Flip,Geometry,"rotation_angle, flip_axis",Apply geometric transformations to a group of pixels to match a provided example.,,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_6d58a25d,Dilation & Erosion,Morphology,"kernel_size, iterations",Expand or shrink the boundaries of objects based on neighbor pixel rules.,,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_aedd82e4,Gravity Simulation,Physical Intuition,"gravity_direction, collision_rules",Move all floating objects in the grid toward one edge until they stack on each other.,,https://github.com/google/arc-gen,zixiao,,,,
ARC-GEN_feca6190,Logical XOR / Overlay,Boolean Logic,"layer_count, logic_op",Combine two or more input grids using logical operations (AND/OR/XOR) to produce the result.,,https://github.com/google/arc-gen,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MM-HELIX_aquarium,Aquarium Puzzle,Logic / Constraint,"width, height",Fill interconnected tanks with water/air; follow row/col water level clues.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_best_stock,Stock Trading,Optimization,num_days,Find the maximum profit from buying and selling a stock given daily prices.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_binairo,Binairo (Takuzu),Logic Grid,size,Fill a grid with 0s and 1s; no more than two same digits adjacent; equal 0/1 counts.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_bridges,Hashiwokakero,Connectivity,"width, height, num_islands",Connect islands with bridges; bridge counts must match island numbers; all connected.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_calcudoku,Calcudoku,Arithmetic Logic,size,Complete the grid using arithmetic operations within cages; unique digits in rows/cols.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_campsite,Campsite,Spatial Constraint,"width, height, num_trees",Place tents near trees following row/column clues; tents cannot touch each other.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_container_water,Max Water Container,Geometric / Algorithmic,num_lines,Find two vertical lines that together with the x-axis forms a container with max water.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_hills_valleys,Hills and Valleys,Pattern Recognition,num_points,Count the number of hill and valley patterns in a given sequence of elevations.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_crypto_math,Cryptarithmetic,Arithmetic Logic,"num_digits, num_vars",Solve equations where letters represent unique digits; standard alphametic logic.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_eulerian_cycle,Eulerian Cycle,Graph Theory,"num_nodes, edge_density",Find a cycle that visits every edge in a directed/undirected graph exactly once.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_eulerian_path,Eulerian Path,Graph Theory,num_nodes,Find a path that visits every edge exactly once (starts and ends at different nodes).,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_eulero,Eulero Puzzle,Path Planning,size,Navigate a grid following specific move constraints based on Eulerian properties.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_futoshiki,Futoshiki,Logic Grid,"size, constraint_density",Complete grid with unique digits while obeying provided inequality constraints.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_h_index,H-Index Calculation,Data Reasoning,num_citations,Calculate the H-index for a researcher based on their citation counts per paper.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_hamiltonian_cycle,Hamiltonian Cycle,Graph Theory,num_nodes,Find a closed loop that visits every vertex in a graph exactly once.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_hanoi,Tower of Hanoi,Algorithmic / Planning,num_disks,Move disks between pegs following size constraints to reach a target configuration.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_hitori,Hitori,Logic Grid,size,Shade cells to eliminate row/col duplicates; shaded cells cannot be adjacent.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_isomorphism,Graph Isomorphism,Graph Theory,"num_nodes, distortion",Determine if two graph representations are topologically identical.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_kakuro,Kakuro,Arithmetic Logic,"width, height",Cross-sum puzzle: fill cells so sums match clues; unique digits per segment.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_kukurasu,Kakurasu,Logic Grid,size,Shade cells so row/col index-weighted sums match goal clues.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_largest_rect,Largest Rectangle,Geometric / Algorithmic,num_bars,Find the largest rectangular area in a bar-chart style histogram.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_lis,Longest Increasing Subseq,Algorithmic,seq_length,Find the length of the longest subsequence in an array that is strictly increasing.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_max_flow,Max Flow Problem,Optimization,"num_nodes, num_edges","Find the maximum amount of ""flow"" that can pass through a network from source to sink.",,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_maze,Maze Navigation,Spatial Planning,size,Find a path from start to finish through a randomly generated 2D grid maze.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_minesweeper,Minesweeper,Deduction,"size, num_mines",Identify mine locations based on adjacent mine count clues.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_nibbles,Nibbles (Snake Path),Spatial / Planning,"size, food_count",Plan a snake-like path that eats all food items without self-intersection or collisions.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_nonograms,Nonograms,Logic Grid,"width, height",Reveal a hidden picture by shading grid cells based on row/column run-length clues.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_numbrix,Numbrix,Path / Continuity,size,Fill a grid with consecutive numbers that form a single continuous horizontal/vertical path.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_shingoki,Shingoki,Spatial Logic,"width, height",Draw a loop passing through white/black circles with specific segment length rules.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_shortest_path,Shortest Path,Spatial Planning,"num_nodes, num_edges",Find the path with minimum total weight between two specified nodes in a graph.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_skyscrapers,Skyscrapers,Perspective Logic,size,Complete grid with heights; edge clues show counts of buildings visible from there.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_sliding_puzzle,Sliding Tile Puzzle,Permutation,size (3x3/4x4),Slide tiles to reach a goal configuration using a single empty space.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_snake,Snake Game State,Spatial Planning,size,Predict the next optimal move or game outcome for a specific snake state.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_sokoban,Sokoban,Spatial Planning,"size, num_boxes",Move a player to push all boxes onto specified target locations in a grid.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_sudoku,Sudoku,Logic Grid,"size, clues",Standard 9x9 sudoku: fill grid so rows/cols/boxes have unique digits.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_tapa,Tapa Puzzle,Spatial Logic,"width, height",Shade a continuous wall of cells; numbers in cells indicate adjacent shaded segments.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_topo_sort,Topological Sort,Graph Theory,num_nodes,"Find a linear ordering of nodes such that for every directed edge $uv$, node $u$ comes before $v$.",,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_rain_water,Trapping Rain Water,Geometric,num_bars,Compute how much water a set of bars (elevation map) can trap after raining.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_twenty_four,24 Points,Arithmetic,difficulty,Use four given integers and operators to reach a result of exactly 24.,,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_wordladder,Word Ladder,Language Logic,length,"Transform one word to another by changing one letter at a time, forming valid intermediate words.",,github.com/phoenixz810/mm-helix,zixiao,,,,
MM-HELIX_wordsearch,Word Search,Perception,"size, num_words",Find and locate specific words hidden in a grid of random letters in multiple directions.,,github.com/phoenixz810/mm-helix,zixiao,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
KiVA-ROT-01,2D Rotation,Visual Pattern Recognition,"Rotation angle (e.g., 45掳, 90掳, 180掳), initial orientation",Rotating an object around its center point by a specific degree,,https://github.com/ey242/KiVA,zixiao,,,,
KiVA-COL-01,Colour Change,Visual Abstraction,"Color mapping complexity, background transparency",Transforming the primary color of an object to a target color,,https://github.com/ey243/KiVA,zixiao,,,,
KiVA-SIZ-01,Resize,Spatial Reasoning,"Scaling factor (enlarge/shrink), object planarity",Modifying the physical scale of an object while maintaining proportions,,https://github.com/ey244/KiVA,zixiao,,,,
KiVA-REF-01,Reflect,Mirror Symmetry,"Symmetry axis (horizontal/vertical), object achirality",Creating a mirror image of an object across a defined axis,,https://github.com/ey245/KiVA,zixiao,,,,
KiVA-COU-01,Counting,Numerical Reasoning,"Math operation (addition/subtraction), item arrangement",Changing the quantity of objects based on a logical rule,,https://github.com/ey246/KiVA,zixiao,,,,
KiVA-COM-01,Compositionality,Complex Abstraction,"Number of combined domains, randomization level","Applying multiple transformations (e.g., Rotate + Color) simultaneously",,https://github.com/ey247/KiVA,zixiao,,,,
KiVA-EXT-01,Visual Extrapolation,Non-verbal Reasoning,"Pattern sequence, distractor similarity",Predicting the next state in a transformation sequence without verbal cues,,https://github.com/ey248/KiVA,zixiao,,,,
,,,,,,,,,,,
 ,,,,,,,,,,,
,,,,,,,,,,,
PPB-001,Sudoku,Constraint Satisfaction,"Grid size (9x9), clue count, clue distribution","Each row, column, and 3_3 box must contain 1-9 exactly once",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao, 只有20种方法开源了，应该有94种的,,,
PPB-002,Slitherlink (Slither),Constraint Satisfaction,"Grid size, clue values (0-3)",Draw one single closed loop; numbers show how many sides are used,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-003,Nurikabe,Constraint Satisfaction,"Grid size, island count & sizes","Shade ""sea"" to separate islands of exact given size; no 2_2 shaded",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-004,Tapa,Constraint Satisfaction,"Grid size, clue complexity",Clues describe lengths of consecutive shaded blocks around the cell,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-005,Masyu (Mashu),Constraint Satisfaction,"Grid size, black/white circles","Draw loop: turn at black circles, go straight at white circles",,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-006,Yajilin,Constraint Satisfaction,"Grid size, arrow clues, black cell count",Draw loop + shade cells; arrows indicate black cells in direction,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-007,Light Up (Akari),Constraint Satisfaction,"Grid size, black cells & bulb clues",Place bulbs to light all cells; numbers show adjacent bulbs,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-008,Nonogram (Picross),Constraint Satisfaction,"Grid size, row/column clue sequences",Fill cells based on consecutive block lengths per row & column,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-009,Hitori,Constraint Satisfaction,"Grid size, number distribution",Remove duplicates in rows/columns; unshaded cells not adjacent,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-010,Kakuro,Constraint Satisfaction,"Grid size, sum clues",Fill digits so runs sum to clue; no repeats in any run,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-011,Shikaku,Constraint Satisfaction,"Grid size, area clues",Divide into rectangles; each contains one number = its area,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-012,LITS,Constraint Satisfaction,"Grid size, tetromino rules",Shade L/I/T/S tetrominoes without forming 2_2 shaded blocks,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-013,Kurodoko,Constraint Satisfaction,"Grid size, number clues",Shade cells; numbers show visible shaded cells in 4 directions,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-014,Heyawake,Constraint Satisfaction,"Grid size, room clues",Shade cells with room clues; no 3 consecutive shaded in line,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-015,Shakashaka,Constraint Satisfaction,"Grid size, clue placement",Place black squares & white rectangles satisfying clues,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
PPB-016,Norinori,Constraint Satisfaction,"Grid size, region clues",Shade exactly two adjacent cells in each region,,https://github.com/approximatelabs/pencil-puzzle-bench,zixiao,,,,
